gene,gene_ID,pathway,dose,type_of_radiation,tissue_cell_line,time_after_irradiation
RRM2,6241,p53 signaling pathway,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
RPS6KB2,6199,TGF-beta signaling pathway,4.56 Gy,γ-rays,liver,2 days
ROCK1,6093,TGF-beta signaling pathway,10 Gy,γ-rays,brain,24h
RAD51,5888,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
PVT1,5820,,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
PVT1,5820,,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
PVT1,5820,,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
PTPN2,5771,JAK-STAT signaling pathway,10 Gy,γ-rays,brain,24h
PSMD10,5716,,10 Gy,γ-rays,kidney,24h
PRNP,5621,,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
PRNP,5621,,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
PRNP,5621,,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
MAP2K7,5609,Toll-like receptor signaling pathway,10 Gy,γ-rays,brain,24h
PRKACB,5567,Wnt signaling pathway,4.56 Gy,γ-rays,liver,2 days
PRKAB1,5564,Oxytocin signaling pathway,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
PRKAB1,5564,Oxytocin signaling pathway,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
PRKAB1,5564,Oxytocin signaling pathway,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
PPT1,5538,,10 Gy,γ-rays,brain,24h
PPP6C,5537,,10 Gy,γ-rays,brain,24h
PPP1R7,5510,,10 Gy,γ-rays,brain,24h
PLK1,5347,FoxO signaling pathway,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
PLAT,5327,Apelin signaling pathway,1.5 Gy,α-particles,lung fibroblasts,24 h
PIK3C2G,5288,,10 Gy,γ-rays,brain,24h
PEG3,5178,,10 Gy,γ-rays,brain,24h
PDK4,5166,,1.5 Gy,α-particles,lung fibroblasts,24 h
PCNA,5111,,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
PCNA,5111,,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
PCNA,5111,,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
PCNA,5111,,10 Gy,γ-rays,brain,24h
CLDN11,5010,,1.5 Gy,α-particles,keratinocytes,24 h
ORC1,4998,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
ODF2,4957,,4.56 Gy,γ-rays,liver,2 days
NR4A2,4929,,1.5 Gy,α-particles,lung fibroblasts,24 h
NR4A2,4929,,1.5 Gy,α-particles,lung fibroblasts,24 h
NRGN,4900,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
NRAS,4893,VEGF signaling pathway,4.56 Gy,γ-rays,liver,2 days
NFYB,4801,,4.56 Gy,γ-rays,liver,2 days
NEK2,4751,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
NEK2,4751,,1.5 Gy,α-particles,keratinocytes,24 h
NEK2,4751,,1.5 Gy,α-particles,lung fibroblasts,24 h
NEFM,4741,,1.5 Gy,α-particles,keratinocytes,24 h
NCAM2,4685,,10 Gy,γ-rays,brain,24h
MYBL2,4605,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
MYB,4602,PI3K-Akt signaling pathway,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
MKI67,4288,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
MKI67,4288,,1.5 Gy,α-particles,keratinocytes,24 h
MDM2,4193,Thyroid hormone signaling pathway,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
MDM2,4193,Thyroid hormone signaling pathway,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
MDM2,4193,Thyroid hormone signaling pathway,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
MCM7,4176,,1.5 Gy,α-particles,keratinocytes,24 h
MCM6,4175,,1.5 Gy,α-particles,keratinocytes,24 h
SMAD7,4092,TGF-beta signaling pathway,1.5 Gy,α-particles,lung fibroblasts,24 h
MAD2L1,4085,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
LYZ,4069,,4.56 Gy,γ-rays,liver,2 days
LPL,4023,PPAR signaling pathway,10 Gy,γ-rays,kidney,24h
LMNB1,4001,,1.5 Gy,α-particles,keratinocytes,24 h
LAD1,3898,,10 Gy,γ-rays,brain,24h
KTN1,3895,,10 Gy,γ-rays,brain,24h
KIFC1,3833,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
KIF11,3832,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
KIF11,3832,,1.5 Gy,α-particles,lung fibroblasts,24 h
KIF5B,3799,,10 Gy,γ-rays,brain,24h
ITGA2,3673,PI3K-Akt signaling pathway,1.5 Gy,α-particles,lung fibroblasts,24 h
ISG20,3669,,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
IRS1,3667,PI3K-Akt signaling pathway,10 Gy,γ-rays,kidney,24h
IRAK2,3656,Neurotrophin signaling pathway,1.5 Gy,α-particles,lung fibroblasts,24 h
INPP5D,3635,Fc epsilon RI signaling pathway,1.5 Gy,α-particles,keratinocytes,24 h
IL13RA2,3598,JAK-STAT signaling pathway,1.5 Gy,α-particles,lung fibroblasts,24 h
IL7R,3575,PI3K-Akt signaling pathway,1.5 Gy,α-particles,keratinocytes,24 h
IGFBP4,3487,,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
IGFBP2,3485,,1.5 Gy,α-particles,lung fibroblasts,24 h
HSP90AA2P,3324,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
HSPA5,3309,,4.56 Gy,γ-rays,liver,2 days
Heavy metalMR,3161,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
Heavy metalMR,3161,,1.5 Gy,α-particles,lung fibroblasts,24 h
Heavy metalGB3,3149,,10 Gy,γ-rays,kidney,24h
Heavy metalGB2,3148,,1.5 Gy,α-particles,keratinocytes,24 h
Heavy metalGB2,3148,,1.5 Gy,α-particles,lung fibroblasts,24 h
NRG1,3084,ErbB signaling pathway,1.5 Gy,α-particles,keratinocytes,24 h
HELLS,3070,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
HBG2,3048,,1.5 Gy,α-particles,lung fibroblasts,24 h
HBG1,3047,,1.5 Gy,α-particles,lung fibroblasts,24 h
HBD,3045,,1.5 Gy,α-particles,lung fibroblasts,24 h
H3-3B,3021,,4.56 Gy,γ-rays,liver,2 days
H2BC5,3017,,1.5 Gy,α-particles,keratinocytes,24 h
H1-5,3009,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
H1-3,3007,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
GPD2,2820,,4.56 Gy,γ-rays,liver,2 days
GNAQ,2776,Sphingolipid signaling pathway,10 Gy,γ-rays,brain,24h
GNAI2,2771,Sphingolipid signaling pathway,10 Gy,γ-rays,kidney,24h
GEM,2669,,1.5 Gy,α-particles,lung fibroblasts,24 h
GEM,2669,,1.5 Gy,α-particles,lung fibroblasts,24 h
GDI1,2664,,10 Gy,γ-rays,brain,24h
GBP2,2634,NOD-like receptor signaling pathway,4.56 Gy,γ-rays,liver,2 days
FUT4,2526,,1.5 Gy,α-particles,keratinocytes,24 h
FPR3,2359,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
FOXM1,2305,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
FHL2,2274,,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
FHL2,2274,,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
FGF2,2247,Signaling pathways regulating pluripotency of stem cells,1.5 Gy,α-particles,lung fibroblasts,24 h
FDXR,2232,,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
FDXR,2232,,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
FDXR,2232,,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
FDFT1,2222,,4.56 Gy,γ-rays,liver,2 days
FASN,2194,Insulin signaling pathway,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
ACSL4,2182,PPAR signaling pathway,1.5 Gy,α-particles,lung fibroblasts,24 h
EMP3,2014,TGF-beta signaling pathway,4.56 Gy,γ-rays,liver,2 days
EGR2,1959,C-type lectin receptor signaling pathway,1.5 Gy,α-particles,lung fibroblasts,24 h
EGR1,1958,GnRH signaling pathway,1.5 Gy,α-particles,lung fibroblasts,24 h
EEF1D,1936,,10 Gy,γ-rays,kidney,24h
E2F2,1870,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
ECM2,1842,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
NQO1,1728,,4.56 Gy,γ-rays,liver,2 days
DHX9P1,1661,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
DHX8,1659,,10 Gy,γ-rays,kidney,24h
GADD45A,1647,p53 signaling pathway,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
GADD45A,1647,p53 signaling pathway,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
GADD45A,1647,p53 signaling pathway,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
DDB2,1643,p53 signaling pathway,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
DDB2,1643,p53 signaling pathway,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
DDB2,1643,p53 signaling pathway,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
DAPK1,1612,,1.5 Gy,α-particles,keratinocytes,24 h
CYC1,1537,,10 Gy,γ-rays,brain,24h
CST3,1471,,10 Gy,γ-rays,kidney,24h
COX8A,1351,,10 Gy,γ-rays,brain,24h
KLF6,1316,,4.56 Gy,γ-rays,liver,2 days
CNN1,1264,,1.5 Gy,α-particles,lung fibroblasts,24 h
CKS2,1164,,1.5 Gy,α-particles,lung fibroblasts,24 h
CKS2,1164,,1.5 Gy,α-particles,lung fibroblasts,24 h
CKS2,1164,,4.56 Gy,γ-rays,liver,2 days
CHRM1,1128,PI3K-Akt signaling pathway,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
CHEK1,1111,p53 signaling pathway,10 Gy,γ-rays,brain,24h
CENPF,1063,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
CENPE,1062,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
CENPA,1058,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
CENPA,1058,,1.5 Gy,α-particles,keratinocytes,24 h
CLGN,1047,,10 Gy,γ-rays,brain,24h
CDKN3,1033,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
CDKN3,1033,,1.5 Gy,α-particles,keratinocytes,24 h
CDKN2C,1031,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
CDKN1A,1026,PI3K-Akt signaling pathway,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
CDKN1A,1026,PI3K-Akt signaling pathway,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
CDK6,1021,PI3K-Akt signaling pathway,10 Gy,γ-rays,kidney,24h
CDC25C,995,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
CDC20,991,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
CDC20,991,,1.5 Gy,α-particles,keratinocytes,24 h
CDC20,991,,1.5 Gy,α-particles,keratinocytes,24 h
CDC20,991,,1.5 Gy,α-particles,lung fibroblasts,24 h
CDC6,990,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
CDK1,983,p53 signaling pathway,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
CD70,970,,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
CD70,970,,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
CD70,970,,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
CD69,969,,1.5 Gy,α-particles,lung fibroblasts,24 h
TNFSF8,944,,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
TNFSF8,944,,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
TNFSF8,944,,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
CCNG1,900,p53 signaling pathway,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
CCNG1,900,p53 signaling pathway,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
CCNG1,900,p53 signaling pathway,10 Gy,γ-rays,kidney,24h
CCNF,899,,1.5 Gy,α-particles,keratinocytes,24 h
CCNB1,891,p53 signaling pathway,1.5 Gy,α-particles,keratinocytes,24 h
CCNA2,890,AMPK signaling pathway,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
CCNA2,890,AMPK signaling pathway,1.5 Gy,α-particles,keratinocytes,24 h
CCNA2,890,AMPK signaling pathway,10 Gy,γ-rays,kidney,24h
BUB1,699,,1.5 Gy,α-particles,keratinocytes,24 h
BUB1,699,,1.5 Gy,α-particles,keratinocytes,24 h
BRCA2,675,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
BMP6,654,TGF-beta signaling pathway,1.5 Gy,α-particles,keratinocytes,24 h
BMP2,650,TGF-beta signaling pathway,1.5 Gy,α-particles,lung fibroblasts,24 h
BAX,581,Sphingolipid signaling pathway,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
BAX,581,Sphingolipid signaling pathway,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
BAX,581,Sphingolipid signaling pathway,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
ADGRB1,575,p53 signaling pathway,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
AXL,558,,10 Gy,γ-rays,brain,24h
ALDH7A1,501,,10 Gy,γ-rays,brain,24h
ATP1B1,481,Thyroid hormone signaling pathway,10 Gy,γ-rays,brain,24h
RHOG,391,,10 Gy,γ-rays,brain,24h
RHOC,389,,4.56 Gy,γ-rays,liver,2 days
BIRC5,332,Hippo signaling pathway,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
BIRC5,332,Hippo signaling pathway,1.5 Gy,α-particles,keratinocytes,24 h
ALAS2,212,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
JAG1,182,TNF signaling pathway,10 Gy,γ-rays,kidney,24h
PLIN2,123,PPAR signaling pathway,1.5 Gy,α-particles,lung fibroblasts,24 h
PLIN2,123,PPAR signaling pathway,1.5 Gy,α-particles,lung fibroblasts,24 h
ACTG2,72,,1.5 Gy,α-particles,lung fibroblasts,24 h
ACTB,60,Thyroid hormone signaling pathway,4.56 Gy,γ-rays,liver,2 days
ACTA2,59,Relaxin signaling pathway,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
ACTA2,59,Relaxin signaling pathway,5 Gy,X-rays,peripheral blood mononuclear cells,24 h
ACTA2,59,Relaxin signaling pathway,1.5 Gy,α-particles,lung fibroblasts,24 h
ACTA2,59,Relaxin signaling pathway,1.5 Gy,α-particles,peripheral blood mononuclear cells,24 h
ACRV1,56,,5 Gy,X-rays,iPSC-derived cardiomyocytes,48 h
AP3M2,10947,,Unknown,Heavy metal,Unknown,Unknown
ASF1B,55723,,Unknown,Heavy metal,Unknown,Unknown
BPI,671,,Unknown,Heavy metal,Unknown,Unknown
C2orf50,130813,,Unknown,Heavy metal,Unknown,Unknown
CAMP,820,NOD-like receptor signaling pathway,Unknown,Heavy metal,Unknown,Unknown
CEACAM8,1088,,Unknown,Heavy metal,Unknown,Unknown
CHI3L1,1116,,Unknown,Heavy metal,Unknown,Unknown
CRYGS,1427,,Unknown,Heavy metal,Unknown,Unknown
CYP4F3,4051,,Unknown,Heavy metal,Unknown,Unknown
DEFA3,1668,NOD-like receptor signaling pathway,Unknown,Heavy metal,Unknown,Unknown
DEFA4,1669,NOD-like receptor signaling pathway,Unknown,Heavy metal,Unknown,Unknown
DOCK4,9732,Rap1 signaling pathway,Unknown,Heavy metal,Unknown,Unknown
DUSP11,8446,,Unknown,Heavy metal,Unknown,Unknown
FHL1,2273,JAK-STAT signaling pathway,Unknown,Heavy metal,Unknown,Unknown
G0S2,50486,,Unknown,Heavy metal,Unknown,Unknown
GAS6-AS1,650669,,Unknown,Heavy metal,Unknown,Unknown
HSPB9,94086,,Unknown,Heavy metal,Unknown,Unknown
IFI27,3429,,Unknown,Heavy metal,Unknown,Unknown
INHBB,3625,TGF-beta signaling pathway,Unknown,Heavy metal,Unknown,Unknown
ITLN1,55600,,Unknown,Heavy metal,Unknown,Unknown
KCNK7,10089,,Unknown,Heavy metal,Unknown,Unknown
KHDC1,80759,,Unknown,Heavy metal,Unknown,Unknown
KRT72,140807,,Unknown,Heavy metal,Unknown,Unknown
LCN2,3934,IL-17 signaling pathway,Unknown,Heavy metal,Unknown,Unknown
LINC00381,100874151,,Unknown,Heavy metal,Unknown,Unknown
LINC00632,286411,,Unknown,Heavy metal,Unknown,Unknown
LINC01563,101060544,,Unknown,Heavy metal,Unknown,Unknown
LINC01725,101927587,,Unknown,Heavy metal,Unknown,Unknown
lnc-EPHA6-1,,,Unknown,Heavy metal,Unknown,Unknown
lnc-EPHA6-1,,,Unknown,Heavy metal,Unknown,Unknown
lnc-MYC-2,,,Unknown,Heavy metal,Unknown,Unknown
lnc-TPTE-3,,,Unknown,Heavy metal,Unknown,Unknown
lnc-TRPM7-1,,,Unknown,Heavy metal,Unknown,Unknown
lnc-VWF-2,,,Unknown,Heavy metal,Unknown,Unknown
LTF,4057,,Unknown,Heavy metal,Unknown,Unknown
MRGPRG,386746,,Unknown,Heavy metal,Unknown,Unknown
MYBPH,4608,,Unknown,Heavy metal,Unknown,Unknown
N6AMT1,29104,,Unknown,Heavy metal,Unknown,Unknown
NCAPD3,23310,,Unknown,Heavy metal,Unknown,Unknown
NDUFAF4,29078,,Unknown,Heavy metal,Unknown,Unknown
NKX2-5,1482,,Unknown,Heavy metal,Unknown,Unknown
OLFM4,10562,,Unknown,Heavy metal,Unknown,Unknown
PHACTR2,9749,,Unknown,Heavy metal,Unknown,Unknown
PITHD1,57095,,Unknown,Heavy metal,Unknown,Unknown
RASD2,23551,,Unknown,Heavy metal,Unknown,Unknown
RNA18SN5,100008588,,Unknown,Heavy metal,Unknown,Unknown
RNA28SN1,106632264,,Unknown,Heavy metal,Unknown,Unknown
SALL3,27164,,Unknown,Heavy metal,Unknown,Unknown
SIAH1,6477,Wnt signaling pathway,Unknown,Heavy metal,Unknown,Unknown
SNAR-F,100126781,,Unknown,Heavy metal,Unknown,Unknown
SNAR-G2,100170228,,Unknown,Heavy metal,Unknown,Unknown
SNAR-H,100170221,,Unknown,Heavy metal,Unknown,Unknown
SNRPA1,6627,,Unknown,Heavy metal,Unknown,Unknown
SPATA2,9825,,Unknown,Heavy metal,Unknown,Unknown
TCERG1L-AS1,101927489,,Unknown,Heavy metal,Unknown,Unknown
TINAGL1,64129,,Unknown,Heavy metal,Unknown,Unknown
TMEM187,8269,,Unknown,Heavy metal,Unknown,Unknown
TMEM95,339168,,Unknown,Heavy metal,Unknown,Unknown
TMTC1,83857,,Unknown,Heavy metal,Unknown,Unknown
TNFRSF17,608,,Unknown,Heavy metal,Unknown,Unknown
TRABD2B,388630,,Unknown,Heavy metal,Unknown,Unknown
TTC16,158248,,Unknown,Heavy metal,Unknown,Unknown
UCP3,7352,,Unknown,Heavy metal,Unknown,Unknown
ZNF707,286075,,Unknown,Heavy metal,Unknown,Unknown
DCLRE1C,64421,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LIG4,3981,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ATM,472,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NHEJ1,79840,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ARID1B,57492,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TP53,7157,Unknown,Unknown,ionizing radiation,Unknown,Unknown
H2AX,3014,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MRE11,4361,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PRKDC,5591,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NBN,4683,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RAD50,10111,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AKT1,207,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BRCA1,672,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BRCA2,675,Unknown,Unknown,ionizing radiation,Unknown,Unknown
XRCC6,2547,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RNF168,165918,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TP53BP1,7158,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CHEK2,11200,Unknown,Unknown,ionizing radiation,Unknown,Unknown
XRCC5,7520,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PNKP,11284,Unknown,Unknown,ionizing radiation,Unknown,Unknown
XRCC4,7518,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RAD51,5888,Unknown,Unknown,ionizing radiation,Unknown,Unknown
XRCC1,7515,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PAXIP1,22976,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TERT,7015,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BAX,581,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CASP3,836,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CHEK1,1111,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TDP1,55775,Unknown,Unknown,ionizing radiation,Unknown,Unknown
APTX,54840,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RNF8,9025,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CDKN1A,1026,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PARP1,142,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BRAF,673,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PIK3CA,5290,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BRAT1,221927,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EGFR,1956,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MDC1,9656,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SETX,23064,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ATR,545,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PTPN11,5781,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MTOR,2475,Unknown,Unknown,ionizing radiation,Unknown,Unknown
APEX1,328,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GADD45A,1647,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ABL1,25,Unknown,Unknown,ionizing radiation,Unknown,Unknown
C11orf65,160140,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BRIP1,83990,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FGD5-AS1,100505641,Unknown,Unknown,ionizing radiation,Unknown,Unknown
WWOX,51741,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NORAD,647979,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CDR1-AS,103611090,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PTEN,5728,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TNF,7124,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MDM2,4193,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CBL,867,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NF1,4763,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AEN,64782,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NF2,4771,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RUNX1,861,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IL6,3569,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CP,1356,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HIF1A,3091,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FANCD2,2177,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DAP3,7818,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PALB2,79728,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ANO10,55129,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ATP8A2,51761,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MAPK14,1432,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SYNE1,23345,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CCNB1,891,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SMARCB1,6598,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CCND1,595,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FXN,2395,Unknown,Unknown,ionizing radiation,Unknown,Unknown
COQ8A,56997,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SPTBN2,6712,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TTPA,7274,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SACS,26278,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CDK1,983,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BARD1,580,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CA8,767,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GOSR2,9570,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SYT14,255928,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SMARCE1,6605,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MTPAP,55149,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CASP8,841,Unknown,Unknown,ionizing radiation,Unknown,Unknown
STUB1,10273,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SUFU,51684,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TRAF7,84231,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SMO,6608,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ERCC2,2068,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CEBPA,1050,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TPP1,1200,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AFG3L2,10939,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PMPCA,23203,Unknown,Unknown,ionizing radiation,Unknown,Unknown
XRCC3,7517,Unknown,Unknown,ionizing radiation,Unknown,Unknown
UIMC1,51720,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TGFB1,7040,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MLH1,4292,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PCNA,5111,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NFKB1,4790,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GRM1,2911,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SLC9A1,6548,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CTSF,8722,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GATA2,2624,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HEXB,3074,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PAX5,5079,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PLA2G6,8398,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PRF1,5551,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HEXA,3073,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ATP2B3,492,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GRID2,2895,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ABCB7,22,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SPG7,6687,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PIK3R5,23533,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PRICKLE1,144165,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MARS2,92935,Unknown,Unknown,ionizing radiation,Unknown,Unknown
